"ID","age","gender","context_hours_watching","passive_watching_lang1","passive_watching_lang1_hours","passive_watching_lang2","passive_watching_lang2_hours","passive_watching_lang3","passive_watching_lang3_hours","passive_watching_lang4","passive_watching_lang4_hours","context_hours_listening","passive_listening_lang1","passive_listening_lang1_hours","passive_listening_lang2","passive_listening_lang2_hours","passive_listening_lang3","passive_listening_lang3_hours","passive_listening_lang4","passive_listening_lang4_hours","context_hours_games","passive_games_lang1","passive_games_lang1_hours","passive_games_lang2","passive_games_lang2_hours","passive_games_lang3","passive_games_lang3_hours","passive_games_lang4","passive_games_lang4_hours","context_hours_internet","passive_internet_lang1","passive_internet_lang1_hours","passive_internet_lang2","passive_internet_lang2_hours","passive_internet_lang3","passive_internet_lang3_hours","passive_internet_lang4","passive_internet_lang4_hours","context_hours_home","passive_home_lang1","passive_home_lang1_hours","passive_home_lang2","passive_home_lang2_hours","passive_home_lang3","passive_home_lang3_hours","passive_home_lang4","passive_home_lang4_hours","context_hours_family","passive_family_lang1","passive_family_lang1_hours","passive_family_lang2","passive_family_lang2_hours","passive_family_lang3","passive_family_lang3_hours","passive_family_lang4","passive_family_lang4_hours","context_hours_social","passive_social_lang1","passive_social_lang1_hours","passive_social_lang2","passive_social_lang2_hours","passive_social_lang3","passive_social_lang3_hours","passive_social_lang4","passive_social_lang4_hours","context_hours_work_school","passive_work_school_lang1","passive_work_school_lang1_hours","passive_work_school_lang2","passive_work_school_lang2_hours","passive_work_school_lang3","passive_work_school_lang3_hours","passive_work_school_lang4","passive_work_school_lang4_hours","context_hours_out_of_home","passive_out_of_home_lang1","passive_out_of_home_lang1_hours","passive_out_of_home_lang2","passive_out_of_home_lang2_hours","passive_out_of_home_lang3","passive_out_of_home_lang3_hours","passive_out_of_home_lang4","passive_out_of_home_lang4_hours","context_hours_other","context_hours_other_please_specify","passive_other_lang1","passive_other_lang1_hours","passive_other_lang2","passive_other_lang2_hours","passive_other_lang3","passive_other_lang3_hours","passive_other_lang4","passive_other_lang4_hours","hours_awake_question_15","other_info_part_2_question_16"
"113",32,"Male",2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",1,"Spanish",1,NA,NA,NA,NA,8,"English",6,"Spanish",2,NA,NA,NA,NA,2,"English",1,"Spanish",0.5,"Vietnamese",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
"114",26,"Female",1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,3,"english",3,NA,NA,NA,NA,NA,NA,22,"english",22,NA,NA,NA,NA,NA,NA,16,"english",16,NA,NA,NA,NA,NA,NA,2,"english",2,NA,NA,NA,NA,NA,NA,8,"english",2,NA,NA,NA,NA,NA,NA,2,"english",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"I work from home, so I watch TV while spending time working in the background."
"115",37,"Male",3,"English",3,"Spanish",0,NA,NA,NA,NA,1,"English",1,"Spanish",0,NA,NA,NA,NA,8,"English",8,"Spanish",0,NA,NA,NA,NA,1,"English",1,"Spanish",0,NA,NA,NA,NA,8,"English",8,"Spanish",0,NA,NA,NA,NA,8,"English",8,"Spanish",0,NA,NA,NA,NA,1,"English",1,"Spanish",1,NA,NA,NA,NA,1,"English",1,"Spanish",1,NA,NA,NA,NA,1,"English",1,"Spanish",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"118",39,"Male",2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,7,"English",7,NA,NA,NA,NA,NA,NA,7,"English",7,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,7,"English",7,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,"I can't think of any routine situations not captured in the settings above.","English",0,NA,NA,NA,NA,NA,NA,16,"I'm not routinely exposed to other languages in a way that would make a statistically significant impact on my average day."
"119",36,"Male",1,"English",1,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,"None",NA,NA,NA,NA,NA,NA,NA,NA,16,"When I put 2 for English under the passive At-home (social) section, I don't know if I was supposed to include English, my native language.  I included 2 hours of passive listening for English at-home because I often hear people speaking English in the background (not talking directly to me)."
"121",22,"Male",4,"English",4,NA,NA,NA,NA,NA,NA,3,"English",2.5,"Japanese",0.25,"Russian",0.25,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,8,"English",8,"German",1,"Russian",1,"Spanish",1,20,"English",20,NA,NA,NA,NA,NA,NA,3,"English",3,"Tagalog",1,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,1,"English",1,"Spanish",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
"122",22,"Female",5,"English",4.5,"French",0.5,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,20,"English",20,NA,NA,NA,NA,NA,NA,20,"English",20,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"123",36,"Female",20,"English",20,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,7,"English",7,NA,NA,NA,NA,NA,NA,NA,"English",1,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,7,"English",7,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"124",38,"Male",5,"English",5,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,12,"English",12,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,18,NA
"125",34,"Male",0.5,"english",0.5,NA,NA,NA,NA,NA,NA,0.5,"english",0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"english",0.5,NA,NA,NA,NA,NA,NA,12,"english",8,"hindi",4,NA,NA,NA,NA,0.5,"english",0.5,NA,NA,NA,NA,NA,NA,0.5,"english",0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,"english",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"I know mostly English only. I have been exposed to very little from other languages."
"126",33,"Female",1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"I have only ever spoken English my entire life. There has never been a situation where I have spoke any language other than English."
"127",34,"Male",3,"English",3,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,23,"English",23,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,"English",0,NA,NA,NA,NA,NA,NA,14,"I rarely hear any languages other than English."
"128",22,"Non-binary",4,"english",4,NA,NA,NA,NA,NA,NA,6,"english",5,"german",1,NA,NA,NA,NA,2,"english",2,NA,NA,NA,NA,NA,NA,3,"english",3,NA,NA,NA,NA,NA,NA,24,"english",24,NA,NA,NA,NA,NA,NA,24,"english",24,NA,NA,NA,NA,NA,NA,2,"english",2,NA,NA,NA,NA,NA,NA,2,"english",2,NA,NA,NA,NA,NA,NA,2,"english",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA
"129",34,"Male",4,"English",4,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"131",40,"Female",3,"English",3,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,15,"English",NA,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
"132",38,"Female",1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"I do homehealth and all of my patients are English speaking also, I am not exposed to anything other than English currently."
"133",35,"Female",3,"English",2,"Spanish",1,NA,NA,NA,NA,1,"English",1,"Spanish",1,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"I passively hear people speaking spanish and I watch a show that I put the subtitles in english because it is mostly in spanish."
"135",36,"Male",2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"137",22,"Female",8,"english",8,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,0,"english",0,NA,NA,NA,NA,NA,NA,5,"english",5,NA,NA,NA,NA,NA,NA,10,"english",10,NA,NA,NA,NA,NA,NA,10,"english",10,NA,NA,NA,NA,NA,NA,0,"english",0,NA,NA,NA,NA,NA,NA,0,"english",0,NA,NA,NA,NA,NA,NA,0,"english",0,NA,NA,NA,NA,NA,NA,NA,NA,"english",0,"espanol",NA,NA,NA,NA,NA,16,NA
"139",33,"Male",10,"English",10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,22,"English",22,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"I don't use any of them other than english for everyday use. the most I use it is translating movies or music"
"140",31,"Female",2.5,"english",2,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,3,"english",3,"spanish",1,NA,NA,NA,NA,16,"english",16,NA,NA,NA,NA,NA,NA,3,"english",3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8,"english",8,"spanish",2,NA,NA,NA,NA,2,"english",2,"spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"141",34,"Female",10,"English",10,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,24,"English",24,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
"142",19,"Male",3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,10,"English",10,NA,NA,NA,NA,NA,NA,7,"English",7,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"I really only use English in my day-to-day life. I just learned Spanish and used it for a brief period of time when I was learning it in school."
"145",39,"Female",3,"English",3,"Spanish",0.25,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"English",5,"Chinese",0.25,"Spanish",0.25,NA,NA,24,"English",16,"Spanish",0.25,NA,NA,NA,NA,24,"English",16,"Spanish",0.25,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,1,"English",1,"Spanish",0.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"I only speak English but I am surrounded by people who speak spanish in my community and my nana and my aunts spoke spanish growing up so I am familiar with the sound of it and remember a few things from taking Spanish in High School. I have a heard time speaking it and sounding like a native Spanish speaker."
"146",20,"Female",4,"English",4,"spanish",0,NA,NA,NA,NA,1,"english",1,"spanish",0,NA,NA,NA,NA,3,"english",3,"spanish",0,NA,NA,NA,NA,6,"english",6,"spanish",0,NA,NA,NA,NA,15,"english",15,"spanish",0,NA,NA,NA,NA,12,"english",12,"spanish",0,NA,NA,NA,NA,5,"english",5,"spanish",0,NA,NA,NA,NA,5,"english",5,"spanish",0,NA,NA,NA,NA,2,"english",2,"spanish",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"147",38,"Female",2,"english",2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,"english",4,NA,NA,NA,NA,NA,NA,8,"english",8,NA,NA,NA,NA,NA,NA,23,"english",23,NA,NA,NA,NA,NA,NA,8,"english",8,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,4,"english",4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"148",26,"Female",4,"English",4,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"149",27,"Male",4,"English",4,NA,NA,NA,NA,NA,NA,1,"English",4,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,10,"English",10,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"150",34,"Female",1,"English",1,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,21,"English",21,NA,NA,NA,NA,NA,NA,16,"English",16,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"151",26,"Male",3,"English",3,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"152",37,"Female",1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,20,"English",20,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,0,NA,"English",0,NA,NA,NA,NA,NA,NA,17,NA
